Name,Phone,Email,Location,Subjects,Grade_Level,Tutoring_Approach,Rates_Per_Hour,Mode_of_Tutoring,Experience_Years,Education
Hrithik Ghosh,8952596021,hrithik.ghosh@gmail.com,Cuttack,Chemistry,Class 6-10 CHSE,Interactive and student-centered,429,In-person,15,B.Sc
Meenal Mallick,9677419639,meenal.mallick@gmail.com,Khurda,Environmental Studies,Class 11-12 CHSE & CBSE,Interactive and student-centered,370,In-person,11,B.Ed
Lavi Khan,9676040387,lavi.khan@gmail.com,Bhadrak,Environmental Studies,Class 11-12 CBSE,Interactive and student-centered,716,In-person,16,PhD
Vamshi Kumar,8805313352,vamshi.kumar@gmail.com,Malkangiri,Accountancy,Only 9th-10th all,Interactive and student-centered,654,Online,5,B.Sc
Tushar Dhar,9305298895,tushar.dhar@gmail.com,Dhenkanal,Environmental Studies,Only 9th-10th all,Interactive and student-centered,715,In-person,3,M.Sc
Riddhi Maji,7323838627,riddhi.maji@gmail.com,Khurda,Sociology,Class 6-10 CBSE,Interactive and student-centered,418,In-person,11,M.Sc
Indu Ghosh,9779361106,indu.ghosh@gmail.com,Sambalpur,Hindi,Only 9th-10th CBSE,Interactive and student-centered,917,In-person,15,B.Ed
Alisha Kumar,7808372530,alisha.kumar@gmail.com,Ganjam,Biology,Class 11-12 all,Interactive and student-centered,563,Both,3,B.Sc
Ashok Sahu,9443317523,ashok.sahu@gmail.com,Jagatsinghpur,Hindi,Only 9th-10th CHSE,Interactive and student-centered,344,In-person,8,B.Sc
Mandakini Rath,9413702108,mandakini.rath@gmail.com,Nabarangpur,Hindi,Class 1-5 all,Interactive and student-centered,567,Online,13,PhD
Kunal Bhol,9228678306,kunal.bhol@gmail.com,Nuapada,Computer Science,Class 1-5 CBSE,Interactive and student-centered,591,In-person,11,M.A
Santhosh Nayak,8781317827,santhosh.nayak@gmail.com,Deogarh,Biology,Class 11-12 CBSE,Interactive and student-centered,446,Both,8,M.A
Devika Bhol,9295745307,devika.bhol@gmail.com,Bargarh,Moral Science,Class 1-5 CBSE,Interactive and student-centered,415,In-person,10,PhD
Sneha Dhal,9714747659,sneha.dhal@gmail.com,Jagatsinghpur,General Science,Class 6-10 CBSE,Interactive and student-centered,759,Both,1,B.Sc
Alok Bharati,7292583406,alok.bharati@gmail.com,Nayagarh,Accountancy,Class 1-5 CBSE,Interactive and student-centered,999,Online,16,PhD
Meera Keshari,9477148950,meera.keshari@gmail.com,Angul,Computer Science,Class 1-5 CBSE,Interactive and student-centered,627,Both,6,M.A
Chhavi Bhowmick,8374849710,chhavi.bhowmick@gmail.com,Puri,Accountancy,Only 9th-10th CHSE & CBSE,Interactive and student-centered,923,Online,4,B.Sc
Alisha Maji,7305089754,alisha.maji@gmail.com,Bargarh,Political Science,Class 6-10 CHSE & CBSE,Interactive and student-centered,733,In-person,18,B.Sc
Omkar Dhal,9819463634,omkar.dhal@gmail.com,Dhenkanal,Art and Craft,Class 6-10 CBSE,Interactive and student-centered,340,Both,18,B.Sc
Vamshi Patra,7890584268,vamshi.patra@gmail.com,Keonjhar,Environmental Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,832,Online,6,M.Sc
Ravi Mahanti,8427009799,ravi.mahanti@gmail.com,Cuttack,Moral Science,Class 11-12 CBSE,Interactive and student-centered,951,In-person,20,B.Sc
Divyansh Patel,8622487906,divyansh.patel@gmail.com,Rayagada,Chemistry,Class 11-12 all,Interactive and student-centered,420,Both,7,M.A
Meenal Tiwari,7706493119,meenal.tiwari@gmail.com,Ganjam,General Science,Class 1-5 CHSE,Interactive and student-centered,355,In-person,11,B.Sc
Sunita Panda,7942036057,sunita.panda@gmail.com,Nayagarh,Computer Science,Class 6-10 CHSE,Interactive and student-centered,667,Both,6,B.Sc
Uma Bhowmick,7147739432,uma.bhowmick@gmail.com,Bhadrak,Hindi,Class 1-5 CBSE,Interactive and student-centered,746,In-person,13,M.A
Arnav Thakur,8136771943,arnav.thakur@gmail.com,Gajapati,Mathematics,Class 11-12 CBSE,Interactive and student-centered,927,Both,3,PhD
Harish Patra,8442449737,harish.patra@gmail.com,Bolangir,Moral Science,Class 6-10 CHSE,Interactive and student-centered,364,In-person,8,M.A
Meghna Rath,9508495609,meghna.rath@gmail.com,Ganjam,Statistics,Class 1-5 all,Interactive and student-centered,323,In-person,4,B.Ed
Shreya Ranjan,9949861119,shreya.ranjan@gmail.com,Kandhamal,Statistics,Class 1-5 ICSE,Interactive and student-centered,852,Online,20,B.Sc
Mitali Swain,7902563703,mitali.swain@gmail.com,Kendrapara,Art and Craft,Class 11-12 CBSE,Interactive and student-centered,404,Online,10,M.Sc
Joshi Kumar,7770505159,joshi.kumar@gmail.com,Sundargarh,Computer Science,Only 9th-10th ICSE,Interactive and student-centered,555,Both,9,M.Sc
Laxman Mohapatra,7345789291,laxman.mohapatra@gmail.com,Kendrapara,Computer Science,Only 9th-10th ICSE,Interactive and student-centered,837,Both,10,B.Ed
Kritika Das,8660523062,kritika.das@gmail.com,Sambalpur,Accountancy,Class 1-5 CBSE,Interactive and student-centered,440,In-person,11,B.Ed
Shyam Nayak,7365977291,shyam.nayak@gmail.com,Nayagarh,Political Science,Class 6-10 ICSE,Interactive and student-centered,910,Online,17,B.Sc
Daksh Rani,9406291834,daksh.rani@gmail.com,Kendrapara,Music,Class 6-10 CBSE,Interactive and student-centered,592,In-person,2,M.Sc
Sagar Maji,9749732296,sagar.maji@gmail.com,Koraput,Statistics,Only 9th-10th all,Interactive and student-centered,388,Online,15,B.Sc
Uday Khatua,7351148335,uday.khatua@gmail.com,Jagatsinghpur,Hindi,Only 9th-10th all,Interactive and student-centered,828,In-person,10,B.Sc
Namita Mohapatra,8856969941,namita.mohapatra@gmail.com,Cuttack,Accountancy,Only 9th-10th CHSE & CBSE,Interactive and student-centered,689,In-person,16,M.Sc
Ravi Bansal,7782091027,ravi.bansal@gmail.com,Bhadrak,Environmental Studies,Class 1-5 CHSE,Interactive and student-centered,946,In-person,13,M.Sc
Divya Sahu,7464971620,divya.sahu@gmail.com,Kendrapara,Economics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,590,Both,7,B.Sc
Tanu Dhal,8872450296,tanu.dhal@gmail.com,Jagatsinghpur,Dance,Only 9th-10th all,Interactive and student-centered,481,Both,7,B.Ed
Alok Das,8344825737,alok.das@gmail.com,Nabarangpur,Political Science,Class 1-5 CHSE & CBSE,Interactive and student-centered,706,Both,1,B.Ed
Saket Nayak,8146447986,saket.nayak@gmail.com,Bargarh,Geography,Class 6-10 CHSE,Interactive and student-centered,799,In-person,13,B.Ed
Tarun Bhoi,9888772521,tarun.bhoi@gmail.com,Sundargarh,Informatics Practices,Class 11-12 CHSE & CBSE,Interactive and student-centered,835,In-person,14,B.Ed
Saurabh Nayak,8985103395,saurabh.nayak@gmail.com,Nuapada,Physics,Class 6-10 all,Interactive and student-centered,317,Both,17,B.Sc
Jyoti Rathi,9445039025,jyoti.rathi@gmail.com,Jagatsinghpur,Biology,Only 9th-10th ICSE,Interactive and student-centered,814,In-person,19,PhD
Aditi Pradhan,7433893438,aditi.pradhan@gmail.com,Bolangir,History,Only 9th-10th CHSE,Interactive and student-centered,568,Online,13,M.Sc
Rakesh Biswal,8424004072,rakesh.biswal@gmail.com,Koraput,Physics,Class 11-12 CBSE,Interactive and student-centered,739,Online,18,M.A
Kushal Samantray,8902903907,kushal.samantray@gmail.com,Mayurbhanj,Art and Craft,Class 1-5 CBSE,Interactive and student-centered,520,In-person,16,B.Ed
Uma Sahu,9276474151,uma.sahu@gmail.com,Bhadrak,Physics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,708,In-person,1,B.Ed
Tejas Dhal,9544671178,tejas.dhal@gmail.com,Sundargarh,Social Studies,Class 6-10 ICSE,Interactive and student-centered,795,Online,1,M.Sc
Rakesh Dhal,9163251696,rakesh.dhal@gmail.com,Deogarh,General Science,Class 1-5 CBSE,Interactive and student-centered,962,Both,12,B.Sc
Aarav Kumar,7567267427,aarav.kumar@gmail.com,Cuttack,Psychology,Only 9th-10th all,Interactive and student-centered,664,Online,5,M.Sc
Prashant Kar,9420441415,prashant.kar@gmail.com,Ganjam,Sociology,Class 1-5 all,Interactive and student-centered,490,Both,10,M.A
Tejas Jani,7831736730,tejas.jani@gmail.com,Bolangir,Geography,Class 11-12 CBSE,Interactive and student-centered,611,Both,14,B.Sc
Usha Ray,7469774796,usha.ray@gmail.com,Kandhamal,Geography,Class 11-12 CHSE,Interactive and student-centered,861,Both,4,M.Sc
Rishabh Padhy,9695909994,rishabh.padhy@gmail.com,Mayurbhanj,Physical Education,Class 6-10 CHSE & CBSE,Interactive and student-centered,454,Both,2,M.Sc
Kanika Baran,7350505229,kanika.baran@gmail.com,Kalahandi,Geography,Only 9th-10th all,Interactive and student-centered,607,Both,15,B.Sc
Shreya Mallick,7982855867,shreya.mallick@gmail.com,Puri,Informatics Practices,Class 1-5 CHSE,Interactive and student-centered,570,Both,9,PhD
Manish Rout,9937592481,manish.rout@gmail.com,Nabarangpur,English,Only 9th-10th CHSE,Interactive and student-centered,444,Online,12,B.Ed
Aman Patel,7264864162,aman.patel@gmail.com,Balasore,General Science,Class 11-12 CHSE & CBSE,Interactive and student-centered,334,In-person,19,M.A
Surbhi Bhanja,7666187963,surbhi.bhanja@gmail.com,Puri,Mathematics,Class 11-12 CBSE,Interactive and student-centered,848,Both,14,B.Sc
Urvashi Das,7879824623,urvashi.das@gmail.com,Bolangir,Physical Education,Class 11-12 CBSE,Interactive and student-centered,364,In-person,7,B.Ed
Ashwini Sen,8278643832,ashwini.sen@gmail.com,Sundargarh,Chemistry,Class 11-12 all,Interactive and student-centered,726,Both,7,M.Sc
Tanvi Bhanja,9843621839,tanvi.bhanja@gmail.com,Ganjam,Statistics,Class 6-10 CHSE,Interactive and student-centered,930,Online,14,B.Sc
Srishti Das,7142998112,srishti.das@gmail.com,Koraput,Computer Science,Class 1-5 all,Interactive and student-centered,837,Both,9,B.Ed
Kanika Patnaik,9697087209,kanika.patnaik@gmail.com,Bhadrak,Sociology,Class 6-10 CHSE,Interactive and student-centered,854,Online,18,M.A
Yogesh Choudhury,8663315117,yogesh.choudhury@gmail.com,Kandhamal,History,Class 6-10 ICSE,Interactive and student-centered,312,Both,3,M.A
Rajni Mahapatra,8536145960,rajni.mahapatra@gmail.com,Malkangiri,Economics,Only 9th-10th ICSE,Interactive and student-centered,994,Online,9,B.Sc
Soumya Bansal,7424499105,soumya.bansal@gmail.com,Gajapati,Chemistry,Class 1-5 all,Interactive and student-centered,998,Both,6,M.Sc
Soumya Bhatt,8597741303,soumya.bhatt@gmail.com,Sundargarh,Geography,Class 6-10 CHSE,Interactive and student-centered,699,Both,20,B.Ed
Damini Pati,9994354794,damini.pati@gmail.com,Jagatsinghpur,Environmental Studies,Class 6-10 CBSE,Interactive and student-centered,685,In-person,9,B.Ed
Anika Sahu,8382372943,anika.sahu@gmail.com,Angul,Hindi,Class 6-10 CBSE,Interactive and student-centered,625,Online,12,B.Sc
Vishnu Bansal,7135503262,vishnu.bansal@gmail.com,Sundargarh,Biology,Class 6-10 all,Interactive and student-centered,455,In-person,15,PhD
Pramod Nayak,7478482402,pramod.nayak@gmail.com,Sundargarh,Moral Science,Only 9th-10th CHSE,Interactive and student-centered,522,In-person,5,M.Sc
Shraddha Nayak,9335377429,shraddha.nayak@gmail.com,Bhadrak,Psychology,Class 6-10 CBSE,Interactive and student-centered,676,Online,17,M.A
Anirudh Maji,8445616000,anirudh.maji@gmail.com,Khurda,Economics,Only 9th-10th all,Interactive and student-centered,400,Online,20,B.Ed
Gaurav Tiwari,7244536517,gaurav.tiwari@gmail.com,Kandhamal,History,Only 9th-10th CHSE,Interactive and student-centered,357,In-person,14,B.Ed
Asha Pati,7901588321,asha.pati@gmail.com,Khurda,Sociology,Only 9th-10th all,Interactive and student-centered,470,In-person,3,M.Sc
Soumya Barik,7568843421,soumya.barik@gmail.com,Malkangiri,Biology,Only 9th-10th all,Interactive and student-centered,881,Both,10,PhD
Gyanesh Dharma,9553005219,gyanesh.dharma@gmail.com,Angul,Social Studies,Only 9th-10th all,Interactive and student-centered,577,Online,10,M.A
Suman Rath,8490520622,suman.rath@gmail.com,Kandhamal,Psychology,Class 1-5 CHSE & CBSE,Interactive and student-centered,530,In-person,20,B.Ed
Srishti Mallick,9104645034,srishti.mallick@gmail.com,Keonjhar,Political Science,Class 1-5 CHSE & CBSE,Interactive and student-centered,441,In-person,14,M.A
Sanjeev Bhatia,7890869653,sanjeev.bhatia@gmail.com,Kalahandi,Psychology,Only 9th-10th CHSE,Interactive and student-centered,920,Both,5,B.Sc
Daksh Samantray,8750233348,daksh.samantray@gmail.com,Nayagarh,Informatics Practices,Class 11-12 ICSE,Interactive and student-centered,698,Both,17,B.Ed
Sapna Mahanta,8609852301,sapna.mahanta@gmail.com,Gajapati,Sociology,Class 11-12 all,Interactive and student-centered,600,Online,19,B.Ed
Simi Patel,9651445126,simi.patel@gmail.com,Dhenkanal,Environmental Studies,Only 9th-10th CBSE,Interactive and student-centered,358,Online,17,PhD
Mohini Maheshwari,9579997687,mohini.maheshwari@gmail.com,Nuapada,Physics,Class 6-10 CHSE,Interactive and student-centered,926,Online,7,B.Sc
Surya Swain,8422751156,surya.swain@gmail.com,Bargarh,Mathematics,Class 6-10 CHSE,Interactive and student-centered,363,In-person,18,M.A
Santosh Sahu,9357935987,santosh.sahu@gmail.com,Balasore,Informatics Practices,Class 6-10 CBSE,Interactive and student-centered,654,Online,16,B.Ed
Jagruti Das,7802643652,jagruti.das@gmail.com,Puri,Dance,Class 6-10 CHSE,Interactive and student-centered,484,Both,1,PhD
Ameer Nanda,7145077979,ameer.nanda@gmail.com,Kandhamal,Business Studies,Class 6-10 CHSE & CBSE,Interactive and student-centered,921,Online,18,M.A
Chhavi Bansal,9728377234,chhavi.bansal@gmail.com,Gajapati,English,Class 1-5 ICSE,Interactive and student-centered,418,Online,6,PhD
Soni Mishra,7430256163,soni.mishra@gmail.com,Jajpur,General Science,Class 6-10 all,Interactive and student-centered,931,In-person,1,B.Sc
Pallav Rathi,9259955044,pallav.rathi@gmail.com,Jajpur,Art and Craft,Class 6-10 CHSE,Interactive and student-centered,982,Both,12,B.Ed
Renu Basu,9595765867,renu.basu@gmail.com,Sambalpur,Mathematics,Class 1-5 CHSE & CBSE,Interactive and student-centered,738,Both,3,M.A
Soumya Sahu,8210242552,soumya.sahu@gmail.com,Balangir,Sociology,Class 6-10 all,Interactive and student-centered,378,In-person,6,PhD
Kunal Patra,7508020217,kunal.patra@gmail.com,Jajpur,Computer Science,Class 1-5 CHSE,Interactive and student-centered,382,Both,17,PhD
Anirudh Rath,7274427409,anirudh.rath@gmail.com,Deogarh,Biology,Class 1-5 CBSE,Interactive and student-centered,955,Both,19,B.Sc
Ananya Sen,9599856702,ananya.sen@gmail.com,Keonjhar,General Science,Class 6-10 CHSE & CBSE,Interactive and student-centered,950,Online,9,PhD
Deepak Sardar,9778774266,deepak.sardar@gmail.com,Deogarh,Sociology,Class 1-5 CBSE,Interactive and student-centered,824,In-person,3,M.Sc
Soni Patel,9217303116,soni.patel@gmail.com,Bhadrak,Accountancy,Class 11-12 CHSE,Interactive and student-centered,815,In-person,7,M.A
Indu Pattanaik,7332882621,indu.pattanaik@gmail.com,Cuttack,Moral Science,Only 9th-10th ICSE,Interactive and student-centered,479,Online,7,M.A
Rajesh Maheshwari,7105965791,rajesh.maheshwari@gmail.com,Bhadrak,Accountancy,Class 6-10 CBSE,Interactive and student-centered,792,Online,2,M.Sc
Soumya Nanda,9501723607,soumya.nanda@gmail.com,Jajpur,Physics,Class 1-5 CHSE & CBSE,Interactive and student-centered,400,Both,7,B.Sc
Hrithik Choudhury,7995546376,hrithik.choudhury@gmail.com,Jajpur,Physics,Only 9th-10th all,Interactive and student-centered,445,In-person,15,M.A
Indu Sahu,9590442278,indu.sahu@gmail.com,Sundargarh,Dance,Class 11-12 CBSE,Interactive and student-centered,544,In-person,1,PhD
Sameer Samantray,8752245978,sameer.samantray@gmail.com,Khurda,Music,Class 6-10 CHSE & CBSE,Interactive and student-centered,502,Online,19,M.Sc
Rani Mishra,7895500064,rani.mishra@gmail.com,Kandhamal,Physical Education,Only 9th-10th CBSE,Interactive and student-centered,804,In-person,14,M.Sc
Tanisha Padhy,8226193787,tanisha.padhy@gmail.com,Koraput,Political Science,Class 11-12 ICSE,Interactive and student-centered,806,In-person,15,M.Sc
Himanshu Nath,8763240728,himanshu.nath@gmail.com,Kandhamal,General Science,Class 11-12 ICSE,Interactive and student-centered,669,Both,6,B.Sc
Ananya Barik,7182334017,ananya.barik@gmail.com,Jagatsinghpur,Moral Science,Class 1-5 CBSE,Interactive and student-centered,885,Both,17,B.Sc
Isha Jana,7410039661,isha.jana@gmail.com,Bhadrak,Geography,Class 11-12 CHSE & CBSE,Interactive and student-centered,587,In-person,20,M.Sc
Karthik Padhy,9668574794,karthik.padhy@gmail.com,Jagatsinghpur,Hindi,Class 11-12 all,Interactive and student-centered,732,Both,14,B.Sc
Himanshu Bhol,7157721614,himanshu.bhol@gmail.com,Sundargarh,Economics,Only 9th-10th all,Interactive and student-centered,509,In-person,12,B.Sc
Bhargav Dash,9876474161,bhargav.dash@gmail.com,Balasore,Accountancy,Class 6-10 all,Interactive and student-centered,894,Online,2,M.Sc
Nidhi Rout,7126001768,nidhi.rout@gmail.com,Khurda,Dance,Class 1-5 ICSE,Interactive and student-centered,938,In-person,12,M.A
Trisha Kumar,7384970108,trisha.kumar@gmail.com,Balasore,Business Studies,Class 6-10 all,Interactive and student-centered,924,Online,8,B.Ed
Lavish Ranjan,7101077305,lavish.ranjan@gmail.com,Nayagarh,Political Science,Class 11-12 all,Interactive and student-centered,470,In-person,5,M.Sc
Saurabh Khan,8677080189,saurabh.khan@gmail.com,Ganjam,Physics,Class 11-12 ICSE,Interactive and student-centered,715,Both,17,M.Sc
Surendra Samantray,9344165986,surendra.samantray@gmail.com,Deogarh,Computer Science,Class 6-10 CHSE & CBSE,Interactive and student-centered,313,In-person,10,PhD
Surendra Jena,7804128048,surendra.jena@gmail.com,Jagatsinghpur,Sociology,Class 1-5 all,Interactive and student-centered,634,In-person,8,M.Sc
Tanisha Das,8153415661,tanisha.das@gmail.com,Rayagada,Psychology,Only 9th-10th CBSE,Interactive and student-centered,629,Both,15,PhD
Neeta Kumar,9618813010,neeta.kumar@gmail.com,Bargarh,Social Studies,Class 6-10 ICSE,Interactive and student-centered,916,Online,11,M.Sc
Rani Pratap,8603415967,rani.pratap@gmail.com,Nuapada,Physics,Class 6-10 CHSE & CBSE,Interactive and student-centered,640,Online,3,M.Sc
Mohit Sahani,7913676541,mohit.sahani@gmail.com,Keonjhar,Mathematics,Class 11-12 ICSE,Interactive and student-centered,829,In-person,16,B.Ed
Alok Patnaik,9296839872,alok.patnaik@gmail.com,Bolangir,Physical Education,Class 11-12 CBSE,Interactive and student-centered,887,Online,15,M.A
Ujjwal Padhy,8186092565,ujjwal.padhy@gmail.com,Kandhamal,Statistics,Only 9th-10th ICSE,Interactive and student-centered,695,Both,18,M.Sc
Sanjiv Pattanaik,9769451804,sanjiv.pattanaik@gmail.com,Deogarh,Mathematics,Only 9th-10th CBSE,Interactive and student-centered,643,Online,2,PhD
Bhargav Bhoi,8989996319,bhargav.bhoi@gmail.com,Dhenkanal,Music,Class 11-12 CHSE,Interactive and student-centered,474,In-person,2,B.Sc
Suman Patel,9185321659,suman.patel@gmail.com,Sundargarh,Chemistry,Class 11-12 ICSE,Interactive and student-centered,331,Online,18,B.Sc
Tania Patnaik,7984936842,tania.patnaik@gmail.com,Kandhamal,Environmental Studies,Class 11-12 CBSE,Interactive and student-centered,475,In-person,17,B.Ed
Sahil Padhy,7862874311,sahil.padhy@gmail.com,Nabarangpur,Biology,Class 11-12 CHSE & CBSE,Interactive and student-centered,652,Both,11,M.Sc
Jayesh Bhanja,9995141874,jayesh.bhanja@gmail.com,Ganjam,Business Studies,Class 11-12 all,Interactive and student-centered,510,In-person,3,M.A
Arnav Rathi,8303453712,arnav.rathi@gmail.com,Gajapati,Physical Education,Class 11-12 CBSE,Interactive and student-centered,880,Both,18,B.Ed
Vikram Kumar,8328998864,vikram.kumar@gmail.com,Bargarh,Physical Education,Only 9th-10th CHSE & CBSE,Interactive and student-centered,695,In-person,16,B.Sc
Deepali Kumar,7215999609,deepali.kumar@gmail.com,Keonjhar,Dance,Class 1-5 CBSE,Interactive and student-centered,697,Both,6,M.Sc
Deepali Patel,8189252223,deepali.patel@gmail.com,Kendrapara,Mathematics,Class 1-5 CBSE,Interactive and student-centered,354,In-person,19,B.Ed
Esha Ranjan,8521737086,esha.ranjan@gmail.com,Nayagarh,Physical Education,Class 1-5 ICSE,Interactive and student-centered,861,Online,12,B.Ed
Muskan Bansal,8736772778,muskan.bansal@gmail.com,Mayurbhanj,Computer Science,Class 1-5 CBSE,Interactive and student-centered,952,Online,18,PhD
Simran Biswal,8147067366,simran.biswal@gmail.com,Kendrapara,Hindi,Class 1-5 all,Interactive and student-centered,542,Both,2,M.A
